NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS	84	54		
GOBP_REGULATION_OF_OOCYTE_MATURATION	6		Rejected!	
GOBP_REGULATION_OF_AMYLOID_BETA_CLEARANCE	20		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_AMYLOID_BETA_CLEARANCE	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_AMYLOID_BETA_CLEARANCE	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_NLRP3_INFLAMMASOME_COMPLEX_ASSEMBLY	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NLRP3_INFLAMMASOME_COMPLEX_ASSEMBLY	12		Rejected!	
GOBP_REGULATION_OF_PHENOTYPIC_SWITCHING	6		Rejected!	
GOBP_REGULATION_OF_SYNAPTIC_VESICLE_ENDOCYTOSIS	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_VESICLE_ENDOCYTOSIS	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RIG_I_SIGNALING_PATHWAY	10		Rejected!	
GOBP_REGULATION_OF_CYTOPLASMIC_TRANSLATIONAL_ELONGATION	11		Rejected!	
GOBP_REGULATION_OF_DNA_DIRECTED_DNA_POLYMERASE_ACTIVITY	13		Rejected!	
GOBP_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION	45	28		
GOBP_NEGATIVE_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION	22	18		
GOBP_REGULATION_OF_PHOSPHOLIPASE_C_ACTIVITY	43	23		
GOBP_REGULATION_OF_MRNA_POLYADENYLATION	20		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_SECONDARY_METABOLITE_BIOSYNTHETIC_PROCESS	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SECONDARY_METABOLITE_BIOSYNTHETIC_PROCESS	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_OXIDATIVE_STRESS	6		Rejected!	
GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_BACTERIUM	20		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_BACTERIUM	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_BACTERIUM	13		Rejected!	
GOBP_REGULATION_OF_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	6		Rejected!	
GOBP_REGULATION_OF_LONG_TERM_SYNAPTIC_DEPRESSION	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_LONG_TERM_SYNAPTIC_DEPRESSION	6		Rejected!	
GOBP_REGULATION_OF_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	5		Rejected!	
GOBP_REGULATION_OF_P38MAPK_CASCADE	48	28		
GOBP_POSITIVE_REGULATION_OF_P38MAPK_CASCADE	32	19		
GOBP_POSITIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_SIGNALING_PATHWAY	7		Rejected!	
GOBP_REGULATION_OF_MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	5		Rejected!	
GOBP_MITOCHONDRIAL_RNA_MODIFICATION	9		Rejected!	
GOBP_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	67	29		
GOBP_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	27		Rejected!	
GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	91	44		
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	37	21		
GOBP_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	21	17		
GOBP_NEGATIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	11		Rejected!	
GOBP_REGULATION_OF_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	40	22		
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	22		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	8		Rejected!	
GOBP_GLUCOSAMINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	25	16		
GOBP_GLUCOSAMINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	9		Rejected!	
GOBP_REGULATION_OF_RELAXATION_OF_MUSCLE	14		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_RELAXATION_OF_MUSCLE	7		Rejected!	
GOBP_REGULATION_OF_AUTOPHAGOSOME_MATURATION	16		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_AUTOPHAGOSOME_MATURATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_AUTOPHAGOSOME_MATURATION	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_IN_ABSENCE_OF_LIGAND	33	24		
GOBP_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS	1026		Rejected!	
GOBP_CARBOHYDRATE_DERIVATIVE_CATABOLIC_PROCESS	170	106		
GOBP_CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS	617	393		
GOBP_INSULIN_METABOLIC_PROCESS	12		Rejected!	
GOBP_PRIMARY_AMINO_COMPOUND_METABOLIC_PROCESS	14		Rejected!	
GOBP_PRIMARY_AMINO_COMPOUND_BIOSYNTHETIC_PROCESS	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_TROPHOBLAST_CELL_MIGRATION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_TROPHOBLAST_CELL_MIGRATION	7		Rejected!	
GOBP_NEURAL_CREST_CELL_MIGRATION_INVOLVED_IN_AUTONOMIC_NERVOUS_SYSTEM_DEVELOPMENT	6		Rejected!	
GOBP_REGULATION_OF_ERBB_SIGNALING_PATHWAY	79	48		
GOBP_NEGATIVE_REGULATION_OF_ERBB_SIGNALING_PATHWAY	32	22		
GOBP_POSITIVE_REGULATION_OF_ERBB_SIGNALING_PATHWAY	38	18		
GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ASSEMBLY	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ASSEMBLY	10		Rejected!	
GOBP_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_INVOLVED_IN_HEART_DEVELOPMENT	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_NEURON_DEATH	209	131		
GOBP_POSITIVE_REGULATION_OF_NEURON_DEATH	87	48		
GOBP_REGULATION_OF_NIK_NF_KAPPAB_SIGNALING	113	61		
GOBP_NEGATIVE_REGULATION_OF_NIK_NF_KAPPAB_SIGNALING	40	15		
GOBP_POSITIVE_REGULATION_OF_NIK_NF_KAPPAB_SIGNALING	67	42		
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_INVOLVED_IN_HEART_DEVELOPMENT	5		Rejected!	
GOBP_CARBOHYDRATE_DERIVATIVE_TRANSPORT	81	51		
GOBP_NUCLEOSIDE_PHOSPHATE_CATABOLIC_PROCESS	83	55		
GOBP_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS	256	150		
GOBP_REGULATION_OF_HYDROGEN_PEROXIDE_MEDIATED_PROGRAMMED_CELL_DEATH	13		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HYDROGEN_PEROXIDE_MEDIATED_PROGRAMMED_CELL_DEATH	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HYDROGEN_PEROXIDE_MEDIATED_PROGRAMMED_CELL_DEATH	6		Rejected!	
GOBP_REGULATION_OF_FLAGELLATED_SPERM_MOTILITY	20		Rejected!	
GOBP_REGULATION_OF_STORE_OPERATED_CALCIUM_CHANNEL_ACTIVITY	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_STORE_OPERATED_CALCIUM_CHANNEL_ACTIVITY	6		Rejected!	
GOBP_REGULATION_OF_VASCULATURE_DEVELOPMENT	353	165		
GOBP_NEGATIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	152	50		
GOBP_ORGANIC_CYCLIC_COMPOUND_CATABOLIC_PROCESS	504	293		
GOBP_ACETATE_ESTER_TRANSPORT	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORT	32		Rejected!	
GOBP_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	38	16		
GOBP_NEGATIVE_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	19		Rejected!	
GOBP_POSITIVE_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	10		Rejected!	
GOBP_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_ACTIVATION	8		Rejected!	
GOBP_REGULATION_OF_TETRAPYRROLE_METABOLIC_PROCESS	10		Rejected!	
GOBP_PYRUVATE_TRANSMEMBRANE_TRANSPORT	5		Rejected!	
GOBP_REGULATION_OF_LYMPHANGIOGENESIS	6		Rejected!	
GOBP_ETHER_BIOSYNTHETIC_PROCESS	12		Rejected!	
GOBP_REGULATION_OF_ENDOTHELIAL_TUBE_MORPHOGENESIS	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_INVOLVED_IN_CELLULAR_RESPONSE_TO_CHEMICAL_STIMULUS	24	18		
GOBP_ICOSANOID_CATABOLIC_PROCESS	8		Rejected!	
GOBP_REGULATION_OF_MITOPHAGY	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MITOPHAGY	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MITOPHAGY	6		Rejected!	
GOBP_REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION	34	20		
GOBP_NEGATIVE_REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION	5		Rejected!	
GOBP_REGULATION_OF_DNA_DEMETHYLATION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DNA_DEMETHYLATION	5		Rejected!	
GOBP_CHANGES_TO_DNA_METHYLATION_INVOLVED_IN_EMBRYO_DEVELOPMENT	9		Rejected!	
GOBP_REGULATION_OF_ENDOTHELIAL_CELL_DEVELOPMENT	18		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_DEVELOPMENT	6		Rejected!	
GOBP_RESPONSE_TO_CAMPTOTHECIN	5		Rejected!	
GOBP_ORGANONITROGEN_COMPOUND_CATABOLIC_PROCESS	1338		Rejected!	
GOBP_ORGANONITROGEN_COMPOUND_BIOSYNTHETIC_PROCESS	1703		Rejected!	
GOBP_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS	74	42		
GOBP_FATTY_ACID_DERIVATIVE_CATABOLIC_PROCESS	17		Rejected!	
GOBP_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS	50	30		
GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS	204	108		
GOBP_ALPHA_AMINO_ACID_CATABOLIC_PROCESS	94	52		
GOBP_REGULATION_OF_VESICLE_TRANSPORT_ALONG_MICROTUBULE	5		Rejected!	
GOBP_ORGANIC_HYDROXY_COMPOUND_METABOLIC_PROCESS	551	293		
GOBP_ORGANIC_HYDROXY_COMPOUND_CATABOLIC_PROCESS	78	40		
GOBP_ORGANIC_HYDROXY_COMPOUND_BIOSYNTHETIC_PROCESS	243	141		
GOBP_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY_INVOLVED_IN_DORSAL_VENTRAL_NEURAL_TUBE_PATTERNING	9		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY_INVOLVED_IN_DORSAL_VENTRAL_NEURAL_TUBE_PATTERNING	6		Rejected!	
GOBP_REGULATION_OF_LYMPHOCYTE_CHEMOTAXIS	26		Rejected!	
GOBP_REGULATION_OF_SYNAPTIC_VESICLE_MEMBRANE_ORGANIZATION	9		Rejected!	
GOBP_NUCLEOSIDE_TRANSMEMBRANE_TRANSPORT	7		Rejected!	
GOBP_RESPONSE_TO_PEPTIDE	494	292		
GOBP_CELLULAR_RESPONSE_TO_PEPTIDE	364	220		
GOBP_RESPONSE_TO_KETONE	190	111		
GOBP_CELLULAR_RESPONSE_TO_KETONE	94	57		
GOBP_GLYCOSIDE_TRANSPORT	5		Rejected!	
GOBP_GLYCOSYL_COMPOUND_METABOLIC_PROCESS	89	52		
GOBP_GLYCOSYL_COMPOUND_CATABOLIC_PROCESS	36	25		
GOBP_GLYCOSYL_COMPOUND_BIOSYNTHETIC_PROCESS	19		Rejected!	
GOBP_CALCIUM_ION_EXPORT	13		Rejected!	
GOBP_QUINONE_METABOLIC_PROCESS	38	21		
GOBP_QUINONE_CATABOLIC_PROCESS	5		Rejected!	
GOBP_REGULATION_OF_SUPEROXIDE_DISMUTASE_ACTIVITY	8		Rejected!	
GOBP_REGULATION_OF_MITOTIC_SPINDLE_ASSEMBLY	23	17		
GOBP_IRON_COORDINATION_ENTITY_TRANSPORT	14		Rejected!	
GOBP_NUCLEOTIDE_TRANSMEMBRANE_TRANSPORT	21		Rejected!	
GOBP_RESPONSE_TO_NITROGEN_COMPOUND	1108		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_NITROGEN_COMPOUND	698	391		
GOBP_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	1653		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	1199		Rejected!	
GOBP_REGULATION_OF_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	15		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	8		Rejected!	
GOBP_REGULATION_OF_HISTONE_DEACETYLASE_ACTIVITY	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HISTONE_DEACETYLASE_ACTIVITY	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PLATELET_AGGREGATION	10		Rejected!	
GOBP_REGULATION_OF_MYOBLAST_FUSION	21		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MYOBLAST_FUSION	16		Rejected!	
GOBP_LEUKOTRIENE_D4_METABOLIC_PROCESS	10		Rejected!	
GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	103	77		
GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	34	23		
GOBP_POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	28	24		
GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS	50	33		
GOBP_REGULATION_OF_TRANSCRIPTION_OF_NUCLEOLAR_LARGE_RRNA_BY_RNA_POLYMERASE_I	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_OF_NUCLEOLAR_LARGE_RRNA_BY_RNA_POLYMERASE_I	10		Rejected!	
GOBP_REGULATION_OF_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	14		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	6		Rejected!	
GOBP_REGULATION_OF_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING_INVOLVED_IN_CARDIAC_CONDUCTION	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPIRATION	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELLULAR_RESPIRATION	14		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MUSCLE_TISSUE_DEVELOPMENT	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MUSCLE_TISSUE_DEVELOPMENT	24		Rejected!	
GOBP_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	5		Rejected!	
GOBP_REGULATION_OF_PROTEIN_DEPOLYMERIZATION	88	57		
GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEPOLYMERIZATION	19		Rejected!	
GOBP_REGULATION_OF_CELL_JUNCTION_ASSEMBLY	201	125		
GOBP_NEGATIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY	32	23		
GOBP_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY	104	59		
GOBP_REGULATION_OF_ATPASE_COUPLED_CALCIUM_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	13		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ATPASE_COUPLED_CALCIUM_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ATPASE_COUPLED_CALCIUM_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	6		Rejected!	
GOBP_REGULATION_OF_RELAXATION_OF_CARDIAC_MUSCLE	6		Rejected!	
GOBP_DENSE_CORE_GRANULE_TRANSPORT	9		Rejected!	
GOBP_REGULATION_OF_CELL_CYCLE_CHECKPOINT	34	19		
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_CHECKPOINT	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_CHECKPOINT	11		Rejected!	
GOBP_REGULATION_OF_INWARD_RECTIFIER_POTASSIUM_CHANNEL_ACTIVITY	7		Rejected!	
GOBP_REGULATION_OF_PROTEIN_ACETYLATION	83	52		
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_ACETYLATION	23		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_ACETYLATION	48	33		
GOBP_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	415	236		
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	255	146		
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	123	65		
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION	321	181		
GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION	183	99		
GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION	100	56		
GOBP_REGULATION_OF_MEIOTIC_CELL_CYCLE_PHASE_TRANSITION	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MEIOTIC_CELL_CYCLE_PHASE_TRANSITION	5		Rejected!	
GOBP_TOXIN_TRANSPORT	39	26		
GOBP_FATTY_ACID_TRANSMEMBRANE_TRANSPORT	18	15		
GOBP_POSITIVE_REGULATION_OF_AMYLOID_BETA_FORMATION	20		Rejected!	
GOBP_REGULATION_OF_CILIUM_ASSEMBLY	89	55		
GOBP_NEGATIVE_REGULATION_OF_CILIUM_ASSEMBLY	17		Rejected!	
GOBP_REGULATION_OF_CILIUM_DEPENDENT_CELL_MOTILITY	29		Rejected!	
GOBP_REGULATION_OF_NADP_METABOLIC_PROCESS	5		Rejected!	
GOBP_REGULATION_OF_HEMATOPOIETIC_STEM_CELL_PROLIFERATION	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HEMATOPOIETIC_STEM_CELL_PROLIFERATION	6		Rejected!	
GOBP_REGULATION_OF_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION	15		Rejected!	
GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS	50	30		
GOBP_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS	31	17		
GOBP_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS	14		Rejected!	
GOBP_POLYAMINE_TRANSMEMBRANE_TRANSPORT	6		Rejected!	
GOBP_RESPONSE_TO_L_GLUTAMATE	11		Rejected!	
GOBP_RESPONSE_TO_SALT	20		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_SALT	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_PEPTIDYL_CYSTEINE_S_NITROSYLATION	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE	42	17		
GOBP_POSITIVE_REGULATION_OF_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE	16		Rejected!	
GOBP_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION	285	150		
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS	45	28		
GOBP_NEGATIVE_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS	5		Rejected!	
GOBP_REGULATION_OF_ORGANELLE_ASSEMBLY	226	150		
GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ASSEMBLY	43	31		
GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ASSEMBLY	81	52		
GOBP_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR_RESULTING_IN_TRANSCRIPTION_OF_P21_CLASS_MEDIATOR	5		Rejected!	
GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR	17		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_REACTIVE_NITROGEN_SPECIES	19		Rejected!	
GOBP_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	29	18		
GOBP_NEGATIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	20	15		
GOBP_POSITIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	6		Rejected!	
GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OSMOTIC_STRESS	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OSMOTIC_STRESS	5		Rejected!	
GOBP_KETONE_BODY_METABOLIC_PROCESS	10		Rejected!	
GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE	38	24		
GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE	30	18		
GOBP_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE	7		Rejected!	
GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	32	24		
GOBP_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	20	16		
GOBP_POSITIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	10		Rejected!	
GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR	32	21		
GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR	23	15		
GOBP_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR	7		Rejected!	
GOBP_REGULATION_OF_DELAYED_RECTIFIER_POTASSIUM_CHANNEL_ACTIVITY	21		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DELAYED_RECTIFIER_POTASSIUM_CHANNEL_ACTIVITY	13		Rejected!	
GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS	5		Rejected!	
GOBP_REGULATION_OF_POLYAMINE_TRANSMEMBRANE_TRANSPORT	5		Rejected!	
GOBP_REGULATION_OF_CHROMATIN_ORGANIZATION	45	29		
GOBP_NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE	37	30		
GOBP_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE	16		Rejected!	
GOBP_CELL_CYCLE_DNA_REPLICATION_INITIATION	5		Rejected!	
GOBP_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	67	36		
GOBP_NEGATIVE_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	20		Rejected!	
GOBP_POSITIVE_REGULATION_OF_APOPTOTIC_PROCESS_INVOLVED_IN_MORPHOGENESIS	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_RNA_CATABOLIC_PROCESS	78	42		
GOBP_NEGATIVE_REGULATION_OF_MRNA_CATABOLIC_PROCESS	66	35		
GOBP_CERAMIDE_1_PHOSPHATE_TRANSPORT	8		Rejected!	
GOBP_MITOTIC_CYTOKINETIC_PROCESS	23	18		
GOBP_REGULATION_OF_MITOTIC_CYTOKINESIS	6		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_CELL_JUNCTION	96	65		
GOBP_REGULATION_OF_MRNA_BINDING	9		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MESENCHYMAL_STEM_CELL_PROLIFERATION	5		Rejected!	
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_SYNAPSE	20		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_SYNAPSE	6		Rejected!	
GOBP_L_ALPHA_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	67	43		
